,text,sentiment,site
1330,hockey scene terrible defensemen playing like five year old goalie diving shot ten foot wide net etc,0,Imdb
1331,seen waste time,0,Imdb
1332,call movie drama ridiculous,0,Imdb
1333,started watching believe character,0,Imdb
1334,particular relationship bakery assistant waitress work,0,Imdb
1335,superficial movie gave feeling watching play rather film,0,Imdb
1336,character stagey storyline lot like stage farce,0,Imdb
1337,time pyromaniac waylaid assistant bored care happened next switched,0,Imdb
1338,glad pay see,0,Imdb
1339,laugh even smile,0,Imdb
1340,anything one big yawn,0,Imdb
1341,really good show watch,1,Imdb
1342,educational child eight year old,1,Imdb
1343,barney definitely super de duper,1,Imdb
1344,pretty funny,1,Imdb
1345,babie bop cute,1,Imdb
1346,kid cool,1,Imdb
1347,storm trooper even bad enough make list wonderfully terrible movie,0,Imdb
1348,lame,0,Imdb
1349,guy said better dialogue potted plant right,0,Imdb
1350,everything movie stupid,0,Imdb
1351,even love bad movie watch movie,0,Imdb
1352,shameful,0,Imdb
1353,would give television series ten plus could,1,Imdb
1354,writer smack think best actor actress bonus show character real,1,Imdb
1355,must say taped episode find watching,1,Imdb
1356,know gave ten,1,Imdb
1357,know exactly movie latched endearing movie become special part family memory,1,Imdb
1358,totally absolutely recommend movie anyone like good wholesome family movie exactly,1,Imdb
1359,thing four kid get absolutely hilarious watch,1,Imdb
1360,one best movie show strong sibling bond,1,Imdb
1361,much interesting action suspense less unneeded controversy,1,Imdb
1362,everything acting cinematography solid,1,Imdb
1363,definitely worth checking,1,Imdb
1364,damian talented versatile many way writing portraying different character screen,1,Imdb
1365,movie cutting edge,1,Imdb
1366,pleased know modern day genius letting passion art drive taking u audience,1,Imdb
1367,new character memorable found forgetting,0,Imdb
1368,felt though going ireland absolutely nothing whatsoever,0,Imdb
1369,make scared horrified make sympathetic towards character simply annoying,0,Imdb
1370,jerky camera movement also annoying,0,Imdb
1371,plot pretty much every cheap horror,0,Imdb
1372,pathetic attempt give character depth really work rest plot,0,Imdb
1373,guess supposed clever twist shed light situation stupid,0,Imdb
1374,see probably leave shelf,0,Imdb
1375,elia koteas jack palance play good role angelina hot get naked billy drago appears cool usual cameo sven ole thorsen help make enjoyable movie good acting decent budget,1,Imdb
1376,awesome movie bought ebay,1,Imdb
1377,really loved story line poler bear kinda cute anyone question fort steele ask away,1,Imdb
1378,totally unfunny movie top pathetic unrealistic throughout whole minute utter torture probably looked watch time,0,Imdb
1379,lucy bell much higher crap sink low quite depressing,0,Imdb
1380,movie make sick watching slacker make excuse stupid action minute,0,Imdb
1381,god never get minute back,0,Imdb
1382,think wonderful part literally full wonder excerpt work,1,Imdb
1383,set especially designed work camera amazing stylized beautiful effective,1,Imdb
1384,could used exemplar set designer,1,Imdb
1385,story powerful exploration nature man art,1,Imdb
1386,watching film wanted learn work artist,1,Imdb
1387,highly recommend movie anyone interested art poetry theater politics japanese history,1,Imdb
1388,wind lion see wonderful rendering america imperial age,1,Imdb
1389,make story different terrific production value faultless photography composition editing terrific casting underappreciated brian keith playing bully teddy vivid history,1,Imdb
1390,though wind lion told largely eye son every member family identify one character whether sean connery noble brigand candace bergen feisty heroine john huston wily john hay steve kanaly spiffy radiant ruthless lieutenant roosevelt big stick,1,Imdb
1391,high adventure best,1,Imdb
1392,think robert ryans best film portrayed someone like father schizophrenic real life father although never murdered anyone affected second world war made worse,1,Imdb
1393,humour get get day apt,1,Imdb
1394,mother brother saw robert ryan portraying type man good imitation type individual impressed,1,Imdb
1395,almost song cover girl old fashioned tuneful,0,Imdb
1396,annoying thing cover girl way rita hayworth put pedestal,0,Imdb
1397,unfortunately cover girl example hollywood used exploit woman financial gain,0,Imdb
1398,non linear narration thus many flashback every part articulated quite well,1,Imdb
1399,good cinematography also make monica bellucci look beautiful,1,Imdb
1400,good commentary today love undoubtedly film worth seeing,1,Imdb
1401,people first timer film making think excellent job,1,Imdb
1402,popular cinema good house good reaction plenty laugh,1,Imdb
1403,feel good film felt came cinema,1,Imdb
1404,northern humour positive community represents,1,Imdb
1405,rather enjoyed,1,Imdb
1406,liked,1,Imdb
1407,take seriously,0,Imdb
1408,really created unique feeling though,1,Imdb
1409,vivian schilling excellent job script,1,Imdb
1410,world better garbage theatre today,1,Imdb
1411,role played well,1,Imdb
1412,screamy masculine right,1,Imdb
1413,camera really like movie,1,Imdb
1414,would casted role ready script,1,Imdb
1415,european movie nice throwback time student experience living abroad interacting nationality although circumstance slightly different,1,Imdb
1416,fan movie sucked really bad,0,Imdb
1417,even worse ticker,0,Imdb
1418,movie bad,0,Imdb
1419,like two four building used couple location maybe poor hummh,0,Imdb
1420,blew,0,Imdb
1421,movie excellent angel beautiful scamp adorable little yelp he scared funniest part scamp caught curtain angel scamp singing ive never feeling totally recommend movie coming special edition june cover scamp garbage angel underneath lid,1,Imdb
1422,cant explain movie romantic charming hilarious adorable junkyard scene funny junkyard dog something special funny laughed kid love buy come new feature,1,Imdb
1423,chosen tortured disgusting piece blatant american propaganda,0,Imdb
1424,show made american stupid full hatred clich admitted elsewhere,0,Imdb
1425,almost everyone involved must return school acting utterly predictable bad script pile garbage round,0,Imdb
1426,wish could enter negative value admins,0,Imdb
1427,set bad look place thunderbird episode,0,Imdb
1428,use slow motion needlessly repeat throughout movie well backed bad acting bad kind word continuity scene thrown reason whatsoever vehicle looked like made corn flake box directorial style bordered stupidity,0,Imdb
1429,oh yeah storyline pathetic,0,Imdb
1430,hate writing bad review film especially really like star film bad believe one second anyone could proud,0,Imdb
1431,filmmaker director would hide head sand spent whatever amount money time movie,0,Imdb
1432,short monumental waste time energy would recommend anyone ever see film,0,Imdb
1433,came free dvd player bought still turned thing halfway embarrassed howell,0,Imdb
1434,ten setting zero ten,0,Imdb
1435,interesting premise billy drago always good dangerous nut bag side note love see drago stephen mchattie lance hendrikson flick together talk raging cheekbone,1,Imdb
1436,soundtrack terrible either,1,Imdb
1437,acting even professional drago debbie rochon terrible directing worse perhaps contributory former dialog chimp like camera work barely tolerable,0,Imdb
1438,still set got big ten oy vey scale,1,Imdb
1439,yes simplifying thing sake brevity really core problem film much going without real fulfilling explanation,0,Imdb
1440,good job quite amusing,1,Imdb
1441,convoluted plot convince much film watched weird questioning glance,0,Imdb
1442,let girlfriend talk seeing bad idea hated,0,Imdb
1443,last minute movie also bad well,1,Imdb
1444,bela lugosi totally extraneous intoning odd line,0,Imdb
1445,acting decidely wooden though worse period universal b movie,0,Imdb
1446,like armand assante cable company summary sounded interesting watched twice already probably,1,Imdb
1447,believe screenwriter good job tying loose end,1,Imdb
1448,eight ten score mostly plot,1,Imdb
1449,say like spoiler want one believe film worth time,1,Imdb
1450,wow bad film,0,Imdb
1451,frightening least barely comprehensible,0,Imdb
1452,plot hang together acting absolutely appalling,0,Imdb
1453,even good camp value,0,Imdb
1454,expecting oscar material,0,Imdb
1455,iq particularly stupid mollusk see one coming,0,Imdb
1456,film use word loosely insult movie going public,0,Imdb
1457,someone involved knew string together narrative,0,Imdb
1458,get ten simply nothing lower,0,Imdb
1459,one watched recently fox movie channel disappointed,0,Imdb
1460,know contract player little control script acting bad script,0,Imdb
1461,victor mclaglen even bad brian donlevy almost unrecognizable,0,Imdb
1462,considering relation screen taylor stanwyck surprising little chemistry screen two,0,Imdb
1463,premise film ridiculous president u,0,Imdb
1464,death row scene entirely unmoving,0,Imdb
1465,thing worse taylor acting stanwyck singing,0,Imdb
1466,whatever producer going missed entirely,0,Imdb
1467,deeply impressed character played,1,Imdb
1468,knew saw film great thing come gifted actor,1,Imdb
1469,cheap cheerless heist movie poor characterisation lot underbite style stoic emoting think chow yun fat better tomorrow cheesy clich thrown abandoned factory ready poorly executed flying judo roll la john woo,0,Imdb
1470,even squib look awful,0,Imdb
1471,point proceeding look remotely like america,0,Imdb
1472,plot derivative predictable ending like mercy killing,0,Imdb
1473,awful dialogue hopeless overacting everyone get shot top real waste space time,0,Imdb
1474,uneasy bad movie scared,0,Imdb
1475,dialogue composed thing make little sense,0,Imdb
1476,minute footage wasted show mediocre elderly actor awkwardly babbling overwrought pseudo satanic gibberish corny enough make teen goth blush almost always olde english sometimes latin may may made word,0,Imdb
1477,directing sloppy best,0,Imdb
1478,hackneyed writing certainly made even worse bad directing,0,Imdb
1479,course acting blah,0,Imdb
1480,acting whole cast could put scale balanced perfectly overacting underacting,0,Imdb
1481,finally get ending would great handled competent people jerry falwell,0,Imdb
1482,loved movie great portrayal family share ups end knew special love,1,Imdb
1483,seen many movie starring jaclyn smith god one best though came year ago,1,Imdb
1484,movie contained star cast loved opened eye see actor seen,1,Imdb
1485,movie kind long length enjoyed every minute,1,Imdb
1486,overall rate movie ten ten scale,1,Imdb
1487,lifetime air enough anyone know store sell let know must,1,Imdb
1488,particularly remember sens assaulted strident cord music would blare little warning even less meaning,0,Imdb
1489,sort pap screened afternoon punish unemployed job,0,Imdb
1490,totally different load understatement black comedy film get see remember,1,Imdb
1491,movie creates universe fascinating every way,1,Imdb
1492,movie really got,1,Imdb
1493,see,1,Imdb
1494,really hope team behind movie make movie continue kinda weird style,1,Imdb
1495,forgot casting superb trond fausa aurv g perfect role bothersome man understand,1,Imdb
1496,movie good humorous comment life,1,Imdb
1497,found move beautiful enjoyable uplifting,1,Imdb
1498,initially local site film filmed buffalo intrigued,1,Imdb
1499,later found lost power film,1,Imdb
1500,entire audience applauded conclusion film,1,Imdb
1501,left theater lilt step joy heart hope human race,1,Imdb
1502,duris wholesome appearance give fine performance,1,Imdb
1503,rest cast also play well,1,Imdb
1504,cinematography noteworthy including fine view barcelona famed gaudi tower,1,Imdb
1505,ten minute film started second thought,0,Imdb
1506,half way film started dislike,0,Imdb
1507,time film ended disliked despised,0,Imdb
1508,film lack convincing script,0,Imdb
1509,script look rough draft written shooting began finished script completed,0,Imdb
1510,thing happen character personality change plot twist occur real reason script call,0,Imdb
1511,cast good,1,Imdb
1512,worth checking,1,Imdb
1513,probably irritating show ever seen entire life,0,Imdb
1514,indescribably annoying idiotic show ever seen,0,Imdb
1515,everything bad,0,Imdb
1516,could understand kind idiot would produce mess first place mention several season,0,Imdb
1517,script bad bad contains cheesiness unethical joke normally see rated r nc movie,0,Imdb
1518,casting also horrible cause see really really bad actor period,0,Imdb
1519,final word show real torture,0,Imdb
1520,zillion time away reality,0,Imdb
1521,watching washing machine twirling around hurt eye much show,0,Imdb
1522,rating zero ten grade z note show bad even mother cast pull daughter show,0,Imdb
1523,th century fox road house quite silly noir implausible unmitigated bore movie,0,Imdb
1524,full unconvincing cardboard character blandly written edward chodorov also produced surprisingly directed jean negulesco one would expect great deal,0,Imdb
1525,widmark character turn unintentionally comical,0,Imdb
1526,losing marble early proceeding totally implausible unconvincing,0,Imdb
1527,enough mess movie picture also marred constant use studio set indoor exterior,0,Imdb
1528,whatever prompted documentary beyond,0,Imdb
1529,serious spoiler movie huge disappointment,0,Imdb
1530,many problem dont know start,0,Imdb
1531,cast great,1,Imdb
1532,steve martin delivers really funny performance middle aged upper class uptight white guy,1,Imdb
1533,add betty white jean smart great cast everyone played part really well,1,Imdb
1534,movie make lot serious mistake,0,Imdb
1535,first enough racial stereotype racial joke offend everyone,0,Imdb
1536,movie littered overt racial slur towards black cast member return white depicted moron boob,0,Imdb
1537,putting race card aside let look major flaw film destroy latifa character,0,Imdb
1538,real plot,0,Imdb
1539,wouldnt see movie free,0,Imdb
1540,steamboat willie amazingly important film cinema history,1,Imdb
1541,second appearance mickey mouse following silent plane crazy earlier year probably famous film mostly ground breaking,1,Imdb
1542,yet hear mickey speak ton sound effect music throughout film something take granted huge crowd pleaser,1,Imdb
1543,however seeing short year amazed timeless film actually,1,Imdb
1544,adorable seeing mickey playing turkey straw highly imaginative occasionally cruel way,1,Imdb
1545,clever real crowd pleaser film still rank among mickey best film even wonderful year,1,Imdb
1546,bipolarity ruthless thug one minute ruthless killer next minute luv diaper commercial completely unconvincing,0,Imdb
1547,terribly disappointed film would receive many award accolade especially far deserving work film,0,Imdb
1548,original body soul masterpiece,1,Imdb
1549,john garfield ann revere lilli plmer william conrad canada lee filmed one greatest cinematographer ever grace screen james wong howe,1,Imdb
1550,think redeeming quality remake,0,Imdb
1551,may bad film ever made,0,Imdb
1552,bad well bad,0,Imdb
1553,movie solid example bad plot bad idea way,0,Imdb
1554,shame see good actor like thomerson james make living mess like,0,Imdb
1555,thought bad,0,Imdb
1556,film terrible credit version watchable,0,Imdb
1557,let start problem acting especially lead professor bad,0,Imdb
1558,script big flawed mess,0,Imdb
1559,best example dumb writing established turn zombie student back human removing necklace containing piece meteorite,0,Imdb
1560,director paul matthew also wrote directed weak monster movie grim clearly know pace film,0,Imdb
1561,movie terribly boring place,0,Imdb
1562,lighting awful,0,Imdb
1563,film look cheap bland,0,Imdb
1564,one disappointing aspect lack notable gore,0,Imdb
1565,convention never worked well past certainly work,0,Imdb
1566,visual effect awful,0,Imdb
1567,cg opening sequence space looked like could created microsoft slideshow god sake,0,Imdb
1568,explosion gas tank end awful,0,Imdb
1569,okay like consider fair critic give credit credit due creature effect actually pretty cool,1,Imdb
1570,gotta love close ups slimy drooling teeth,1,Imdb
1571,sum film breeder terrible cheaply made horror movie avoided like ebola virus,0,Imdb
1572,recommended,0,Imdb
1573,almost unbearable watch screen little charisma terrible comedic timing,0,Imdb
1574,aside terrible lead film load debit,0,Imdb
1575,understand supposed cheap popcorn comedy mean completely insult intelligence writing incredibly hackneyed border offensive,0,Imdb
1576,lewis black considerable talent wasted incendiary unrestrained pg rating certainly allow,0,Imdb
1577,film sole bright spot jonah hill look almost unrecognizable fan recent superbad due amount weight lost interim,1,Imdb
1578,originality freshness first movie spent remake little else offer,0,Imdb
1579,budget evidently limited,0,Imdb
1580,reflected cast also par script borrowed much earlier classic,0,Imdb
1581,however decent acting action location work balance thing,0,Imdb
1582,filmiing less expansive,0,Imdb
1583,failed convey broad sweep landscape great part original,0,Imdb
1584,generally lacked imagination,0,Imdb
1585,recommended,0,Imdb
1586,possible movie get worse,0,Imdb
1587,plot keep going first place,0,Imdb
1588,even woman finally show sign improvement expected thing happen time film might far asleep,0,Imdb
1589,beware trashy cult movie trash period,0,Imdb
1590,believe even sequel,0,Imdb
1591,precisely giving bad review,0,Imdb
1592,child truly enjoyed show proudly say enjoyed big time even classical wb cartoon,1,Imdb
1593,tiny toon kept vibe delivered one popular funny underrated cartoon ever created,1,Imdb
1594,memory murky say enjoyed every single episode product related show,1,Imdb
1595,easily none cartoon made laugh tender way getting dark sitcom oriented teenager,1,Imdb
1596,character funny peculiarity true lead character,1,Imdb
1597,every single character hilarious deserved called lead,1,Imdb
1598,every element story top excessively phony contrived painful sit,0,Imdb
1599,line seem written fifteen year old though trying oh hard sound like fifteen year old would really um know well talk,0,Imdb
1600,perabo nice energy level obviously comfortable front camera,1,Imdb
1601,simply excuse something poorly done,0,Imdb
1602,saw movie thought stupid movie,0,Imdb
1603,even stupid thought idea volcano los angeles,0,Imdb
1604,honest unbelievable nonsense foolish,0,Imdb
1605,conclusion bother movie volcano los angeles nothing nonsense,0,Imdb
1606,story line awful,0,Imdb
1607,painful,0,Imdb
1608,accent absolutely abysmal,0,Imdb
1609,also enough hypocrisy film make vomit,0,Imdb
1610,waste time watching rubbish non researched film,0,Imdb
1611,believe pitch black done well,1,Imdb
1612,character interesting want find longer movie go think people surprised make,1,Imdb
1613,go watch,1,Imdb
1614,omit watching,0,Imdb
1615,funny,1,Imdb
1616,rating two ten,0,Imdb
1617,character interesting really care,1,Imdb
1618,instant classic great soundtrack catchy song ending credit,1,Imdb
1619,miss,1,Imdb
1620,masterful piece film making many theme simmering occasionally boiling wart study poet bohemian self indulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism self sacrifice,1,Imdb
1621,mature subtle script suggests occasionally brings dramatic focus underlying tension well served perfect performance apart odd inappropriate smiling keira knightley prone though perhaps direction time character often mention,1,Imdb
1622,exquisite visual composition moment inventive elegant use close camera angle lighting including pointillistic faux home movie footage wonder joy behold,1,Imdb
1623,continuously beautiful look bertolucci relationship convincing narrative engaging master work,1,Imdb
1624,basic premise wasted since sidelined inexplicable focus documentary crew,0,Imdb
1625,regardless film fails level,0,Imdb
1626,avoid cost,0,Imdb
1627,saw film christmas great film,1,Imdb
1628,thought errol flynn brilliant custer since become favourite actor,1,Imdb
1629,acting alongside olivia de havilland brilliant ending fantastic,1,Imdb
1630,always known errol flynn brilliant actor dad favourite actor grew watching film child,1,Imdb
1631,watched film realised great actually,1,Imdb
1632,give film ten ten,1,Imdb
1633,know jim connor energetic nobody could much george well dull,0,Imdb
1634,really seem want hosting voice over monotonous get involved guest,0,Imdb
1635,lovely little thriller hitchcock lot nice shenanigan surrounding murdered spy kidnapped child nasty church foreign plot random taxidermist,1,Imdb
1636,jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brooding menace hitchcock black white low budget original,1,Imdb
1637,nevertheless yet another wonderful film great master stable,1,Imdb
1638,say film excellently produced top rating typical sci fi film,1,Imdb
1639,excellently produced one sci fi best producer scot vandiver,1,Imdb
1640,entertaining nonetheless,1,Imdb
1641,campy sort film joy watch,1,Imdb
1642,barely boring moment film plenty humorous part,1,Imdb
1643,cast always entertaining usual,1,Imdb
1644,overall delight,1,Imdb
1645,movie mind bendingly awful even created,0,Imdb
1646,film lack real scare tension medical terminology used throughout bit iffy say least say insulin dependant diabetic,0,Imdb
1647,least said acting better,0,Imdb
1648,movie excellent job revealing complexity task incredible challenge facing south africa,1,Imdb
1649,believe every one see movie think people outside south africa understand past attempted truth reconciliation process,1,Imdb
1650,nothing short magnificent photography cinematography film,1,Imdb
1651,acting fantastic story seamlessly woven together dog splendid must rent view see,1,Imdb
1652,afraid subtitle worth little aversion therapy ten ten,1,Imdb
1653,excellent performance,1,Imdb
1654,still good actor around,1,Imdb
1655,also great directing photography,1,Imdb
1656,true shakespear must shakespear fan,1,Imdb
1657,macbeth jason connery moved tear final monolog brief candle gave sphere moral decay dark force human face make interesting,1,Imdb
1658,helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil,1,Imdb
1659,love death decay shakespears lyric one,1,Imdb
1660,witty delightful adaptation dr seuss book brilliantly animated upa finest thoroughly deserving academy award,1,Imdb
1661,special mention made superb music score sound effect integral element helping make memorable enjoyable cartoon,1,Imdb
1662,however paul schrader indeed made film mishima superb complex,1,Imdb
1663,also notable john bailey fine crisp beautifully colored cinematography great production design costume eiko ishioka went memorable costume coppola dracula received well deserved oscar,1,Imdb
1664,even allowing poor production value time format kind mini series baaaaaad,0,Imdb
1665,unless visually collect extant film austen work skip one,0,Imdb
1666,watch however small consolation actress playing anne sister wonderful job role,1,Imdb
1667,good,0,Imdb
1668,speaking music unbearably predictably kitchy,0,Imdb
1669,film dropped ball,0,Imdb
1670,stunning movie,1,Imdb
1671,raw sublimely moving,1,Imdb
1672,felt like gripping intelligent stage play without overly theatrical feeling one actually get watching people stage play everyone terror white lie escalating monstrous consequence,1,Imdb
1673,main player mesmerising,1,Imdb
1674,tom wilkinson broke heart end everyone else judging amount fumbling hanky hand going face among male female alike,1,Imdb
1675,julian fellowes triumphed,1,Imdb
1676,national treasure,1,Imdb
1677,go see,1,Imdb
1678,excellent film,1,Imdb
1679,aerial scene well done,1,Imdb
1680,also right balance war love,1,Imdb
1681,film give meaning phrase never history human conflict much owed many,1,Imdb
1682,kris kristoffersen good movie really make difference,1,Imdb
1683,good film great director,1,Imdb
1684,definitely one better documentary seen looking family relationship marriage,1,Imdb
1685,many continuity error one user commented different car garage joe glass one got fact joe facial hair configuration seemed change scene scene,0,Imdb
1686,great movie,1,Imdb
1687,ten ten star,1,Imdb
1688,see movie inspiration anyone come overcome fear rejection,0,Imdb
1689,bad actually worth seeing reason,0,Imdb
1690,punishment park brilliant piece cinema,1,Imdb
1691,shot southern california desert using patent faux documentary style watkins creates film like,1,Imdb
1692,one peter watkins accessible film,1,Imdb
1693,advise look,1,Imdb
1694,wont regret,1,Imdb
1695,highly recommended,1,Imdb
1696,well keep thinking bad,0,Imdb
1697,mediocre miserable hollow laughable predictable piece garbage,0,Imdb
1698,case bad laughable,0,Imdb
1699,bad performance play angela bennett computer expert home time,0,Imdb
1700,film nothing pretext show ridiculous action scene,0,Imdb
1701,awful,0,Imdb
1702,still bad actress repeating robotic face move picture,0,Imdb
1703,result well shame,0,Imdb
1704,delete film mind,0,Imdb
1705,one worst show time,0,Imdb
1706,show would begin smart as ed comment would totally wall uncalled,0,Imdb
1707,fat computer geek unbelievable bible thumper bad as girl actor,0,Imdb
1708,never heard except cole totally unbelievable part,0,Imdb
1709,every time opened mouth expect hear see kid pulling plug mercy killing horrible show,0,Imdb
1710,story unbelievable actor,0,Imdb
1711,lame would best way describe,0,Imdb
1712,stanwyck morgan perfectly cast many way modern equivalent dickens christmas carol sensibility,1,Imdb
1713,success film depends casting sydney greenstreet alexander yardley character,1,Imdb
1714,attractive set used throughout film eye pleasing gem,1,Imdb
1715,im big fan rpg game movie disgrace self respecting rpger,0,Imdb
1716,line cut audio everything wrong,0,Imdb
1717,find better movie youtube,0,Imdb
1718,top line waste time money one bad come,0,Imdb
1719,lassie movie put sleep forever,0,Imdb
1720,describe painfully dreary time waster film,0,Imdb
1721,mediocre every aspect becomes dull uninteresting mess one forgettable movie seen,0,Imdb
1722,even achievement bad good bad memorable movie,0,Imdb
1723,empty hollow shell movie,0,Imdb
1724,seriously worth wasting kid time,0,Imdb
1725,avoid avoid avoid,0,Imdb
1726,drive barking mad,0,Imdb
1727,transfer good,1,Imdb
1728,nice relaxing late night viewing,1,Imdb
1729,movie full wonderful dancing hence title,1,Imdb
1730,great music terrific scenery,1,Imdb
1731,handle tough issue dignity grace course shocking spoiler,1,Imdb
1732,happy wonderful feel good ending,1,Imdb
1733,point journey journey touch every member family,1,Imdb
1734,one movie need see whenever come tv never mind fact already memorized,1,Imdb
1735,nothing new,0,Imdb
1736,done second movie,0,Imdb
1737,movie almost action scene little comedy,0,Imdb
1738,plot hole pair fishnet stocking direction editing astonishingly ham fisted,0,Imdb
1739,earth iron film,0,Imdb
1740,saw film recommend,1,Imdb
1741,good plot hold complete attention acting superb tom wilkinson fantastic emily watson also good,1,Imdb
1742,good film indeed great unconditional love,1,Imdb
1743,tom wilkinson character man prepared ordeal begin take matter hand story progress great actor give performance make feel character anguish suffering,1,Imdb
1744,emily watson character strong give quick glance understand everything,1,Imdb
1745,despite pan reviewer liked movie,1,Imdb
1746,fact liked better interview vampire liked lestat stuart townsend better cruise attempt,1,Imdb
1747,aailiyah pretty good akasha place compelling first entrance mini dance scene,1,Imdb
1748,big fan series mostly due anne rice style sensitivity treatment,1,Imdb
1749,guess liked detail dysfunction believable,1,Imdb
1750,football scene end perplexing,0,Imdb
1751,thought acting skilled,1,Imdb
1752,meredith better right,1,Imdb
1753,charming film wonderful sentiment heart,1,Imdb
1754,rare film maker take time tell worthy moral tale care love fall trap overly syrupy indulgent,1,Imdb
1755,nine ten truly lovely film,1,Imdb
1756,early film future goremeister lucio fulci good addition giallo sub genre,1,Imdb
1757,one best italian thriller early,1,Imdb
1758,standout scene,1,Imdb
1759,scene strong unpleasant,0,Imdb
1760,technically film well made impressive camera work solid acting effective music riz ortolani particularly good recurring unaccompanied female vocal sound like coming distant hill,1,Imdb
1761,still wild stuff though highly recommended fan giallo cinema,1,Imdb
1762,movie interesting beginning end,1,Imdb
1763,liked way dustin hoffman character ready everything stay son,1,Imdb
1764,movie also revealing,1,Imdb
1765,personally think show people learn find compromise self without involving people issue,1,Imdb
1766,boring,0,Imdb
1767,tired clich lazy writing come thick fast,0,Imdb
1768,p scene movie cool central character find room blown,1,Imdb
1769,fresh subtle rather sublime effect,1,Imdb
1770,italian reviewer called small great film right,1,Imdb
1771,actor give wonderful performance especially jennifer rubin jamie harris change nervous starlet beginning strange event part cool star,1,Imdb
1772,learn lot real inside emotion people movie lot movie business,1,Imdb
1773,movie movie situation beginning game played acting coach fascinating,1,Imdb
1774,also music mark snow possibly best score ever heard,1,Imdb
1775,forget movie,1,Imdb
1776,film made,0,Imdb
1777,film ultra cheap look,0,Imdb
1778,result film look right,0,Imdb
1779,none engaging exciting,0,Imdb
1780,plot nonsense interest slightest way uniqueness,0,Imdb
1781,foreigner worth one second time,0,Imdb
1782,saw child tv back stranger loved,1,Imdb
1783,duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr,1,Imdb
1784,movie awesome,1,Imdb
1785,loved really scary,1,Imdb
1786,love scream movie horror movie one rank way,1,Imdb
1787,want real scare rent one,1,Imdb
1788,ten ten,1,Imdb
1789,extraordinary film,1,Imdb
1790,courtroom drama compelling indictment american justice system frightening,1,Imdb
1791,film highlight fundamental flaw legal process discovering guilt innocence rather present better court,1,Imdb
1792,film well paced understated one best courtroom documentary seen,1,Imdb
1793,mostly routine fact based tv drama get boost fine performance cole,1,Imdb
1794,predictable bad watch,1,Imdb
1795,clear range ability pull part,1,Imdb
1796,carry movie well,1,Imdb
1797,constantine give everything right intensity seems good understanding underlying psychological motivation,1,Imdb
1798,wonderful inspiring watch hope get released video dvd,1,Imdb
1799,piece trash ever released beyond acting story character supposedly special effect etc wrong,0,Imdb
1800,fact stinker smell like direct video release,0,Imdb
1801,avoid cost,0,Imdb
1802,star trek v final frontier worst series,0,Imdb
1803,acting involved includes like shatner nimoy bad washed making seem old look real life special effect tacky like spock rescue kirk jet pack fall mountain,0,Imdb
1804,attempt humor pitiful story awful dosen bear thinking basically involves vulcan stealing enterprise find god seriously care film oh mention uhura belly dance distract male guard,0,Imdb
1805,place good film garbage,0,Imdb
1806,worst one series,0,Imdb
1807,editing editing film phenomenal opinion,1,Imdb
1808,song could explain emotion subject better jay adam unfortunate life subject talk song old man neil young played evokes many emotion,1,Imdb
1809,cinematography film shot interesting way,1,Imdb
1810,course footage grainy enhanced film,1,Imdb
1811,film offer many delight surprise,1,Imdb
1812,achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layer excellent film,1,Imdb
1813,story unfolds th century jutland use period music played period instrument one fine touch,1,Imdb
1814,share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor,1,Imdb
1815,understated film leaf lasting impression,1,Imdb
1816,warmth generates contrast austere backdrop,1,Imdb
1817,leave theater wanting go dance star,1,Imdb
1818,acting expect cast top notch,1,Imdb
1819,character fleshed surprisingly well particularly grime blake actor deliver sharply scripted line right amount deadpan tongue cheek make dialogue hilarious realistic,1,Imdb
1820,angus scrimm also turn good performance somewhat brief memorable role gently menacing violin playing anatomist doctor quinn,1,Imdb
1821,conclusion loved,1,Imdb
1822,long time since entertained movie,1,Imdb
1823,struggle find anything bad say,1,Imdb
1824,mark word one cult film like evil dead one phantasm people still discovering falling love year line,1,Imdb
1825,pretty surprising wonderful film made hollywood generally collective head sand concerning black white issue time,1,Imdb
1826,film deserves strong kudos taking stand exceptional acting mostly lesser known cast super intelligent script insult audience take easy way come white racism,1,Imdb
1827,plus movie rather modest budget fast running time amazing job,1,Imdb
1828,juano hernandez exceptional actor played supporting role many film era proud black man accused murdering white man south,1,Imdb
1829,trumbull love lucy,1,Imdb
1830,see kid chance open amazing dialog far race relation come last year,1,Imdb
1831,see film,1,Imdb
1832,year however reminded u huston still top game evinced faithful adaptation james joyce acclaimed novella dead,1,Imdb
1833,feeling thought gabriel discomfort dance intangible leap life come within viewer grasp huston portrayal,1,Imdb
1834,disappointed wondered could oscar shortlist,0,Imdb
1835,slow,0,Imdb
1836,lot hole plot nothing became emperor nothing spend year childhood mature age,0,Imdb
1837,waste time,0,Imdb
1838,end day one worst big budget action movie ever seen,0,Imdb
1839,surely know make coherent action movie screenwriter air force one obliged write script big sum money,0,Imdb
